title	year	avg_rating	#votes	genres	runtime_min	id
The Birth of a Nation	1915	6.4	21071	Drama,History,War	195	0004972
Intolerance: Love's Struggle Throughout the Ages	1916	7.8	13250	Drama,History	163	0006864
Broken Blossoms	1919	7.4	8863	Drama,Romance	90	0009968
The Cabinet of Dr. Caligari	1920	8.1	52275	Fantasy,Horror,Mystery	76	0010323
The Phantom Carriage	1921	8.1	9463	Drama,Fantasy,Horror	100	0012364
Häxan	1922	7.7	10971	Fantasy,History,Horror	91	0013257
Nanook of the North	1922	7.6	10000	Documentary	78	0013427
Nosferatu	1922	7.9	83609	Fantasy,Horror	94	0013442
Safety Last!	1923	8.1	16951	Action,Comedy,Thriller	74	0014429
The Last Laugh	1924	8.1	11500	Drama	77	0015064
Battleship Potemkin	1925	8.0	49696	Drama,History,Thriller	75	0015648
The Gold Rush	1925	8.2	92919	Adventure,Comedy,Drama	95	0015864
Greed	1924	8.1	8518	Drama,Thriller,Western	140	0015881
The Phantom of the Opera	1925	7.6	15651	Horror	93	0016220
Faust	1926	8.1	13117	Drama,Fantasy,Horror	107	0016847
Metropolis	1927	8.3	149942	Drama,Sci-Fi	153	0017136
The Jazz Singer	1927	6.5	8436	Drama,Music,Musical	88	0018037
Sunrise	1927	8.1	44640	Drama,Romance	94	0018455
Wings	1927	7.5	10535	Action,Drama,Romance	144	0018578
Pandora's Box	1929	7.9	9176	Crime,Drama,Romance	109	0018737
The Cameraman	1928	8.1	9546	Comedy,Drama,Family	76	0018742
The Circus	1928	8.2	24017	Comedy,Romance	72	0018773
The Passion of Joan of Arc	1928	8.1	42822	Biography,Drama,History	110	0019254
Steamboat Bill, Jr.	1928	7.9	12138	Action,Comedy,Drama	70	0019421
Blackmail	1929	7.0	8994	Crime,Film-Noir,Thriller	85	0019702
All Quiet on the Western Front	1930	8.0	54713	Drama,War	136	0020629
Animal Crackers	1930	7.6	12594	Comedy,Musical	97	0020640
The Blue Angel	1930	7.7	12853	Drama,Music	104	0020697
Little Caesar	1931	7.3	11184	Action,Crime,Drama	79	0021079
City Lights	1931	8.5	154571	Comedy,Drama,Romance	87	0021749
Dracula	1931	7.5	43140	Fantasy,Horror	75	0021814
Frankenstein	1931	7.8	60937	Drama,Horror,Sci-Fi	70	0021884
M	1931	8.3	133369	Crime,Mystery,Thriller	117	0022100
Monkey Business	1931	7.5	10752	Comedy,Musical	77	0022158
The Public Enemy	1931	7.7	16659	Crime,Drama	83	0022286
Dr. Jekyll and Mr. Hyde	1931	7.6	11812	Horror,Sci-Fi	98	0022835
Grand Hotel	1932	7.4	16205	Drama,Romance	112	0022958
I Am a Fugitive from a Chain Gang	1932	8.2	10894	Crime,Drama,Film-Noir	92	0023042
The Mummy	1932	7.1	21738	Fantasy,Horror	73	0023245
The Old Dark House	1932	7.1	8316	Comedy,Horror,Thriller	72	0023293
Scarface	1932	7.8	23728	Action,Crime,Drama	93	0023427
The Testament of Dr. Mabuse	1933	8.0	10759	Crime,Horror,Mystery	122	0023563
Trouble in Paradise	1932	8.0	12082	Comedy,Crime,Romance	83	0023622
Vampyr	1932	7.6	14492	Fantasy,Horror	75	0023649
42nd Street	1933	7.4	10029	Comedy,Musical,Romance	89	0024034
The Invisible Man	1933	7.7	27465	Horror,Sci-Fi	71	0024184
King Kong	1933	7.9	75538	Adventure,Horror,Sci-Fi	100	0024216
L'Atalante	1934	7.8	13471	Comedy,Drama,Romance	89	0024844
It Happened One Night	1934	8.1	87565	Comedy,Romance	105	0025316
The Man Who Knew Too Much	1934	6.8	15779	Crime,Mystery,Thriller	75	0025452
The Thin Man	1934	8.0	24914	Comedy,Crime,Mystery	91	0025878
Triumph of the Will	1935	7.3	14162	Documentary,History,War	114	0025913
The 39 Steps	1935	7.7	48292	Film-Noir,Mystery,Thriller	86	0026029
Bride of Frankenstein	1935	7.8	40709	Drama,Horror,Sci-Fi	75	0026138
Captain Blood	1935	7.7	12186	Action,Adventure	119	0026174
Mutiny on the Bounty	1935	7.7	19543	Adventure,Biography,Drama	132	0026752
A Night at the Opera	1935	7.9	29230	Comedy,Music,Musical	96	0026778
Top Hat	1935	7.8	16254	Comedy,Musical,Romance	101	0027125
After the Thin Man	1936	7.7	8872	Comedy,Crime,Mystery	112	0027260
Fury	1936	7.9	10537	Crime,Drama,Film-Noir	92	0027652
Modern Times	1936	8.5	200574	Comedy,Drama,Family	87	0027977
Mr. Deeds Goes to Town	1936	7.9	18623	Comedy,Drama,Romance	115	0027996
My Man Godfrey	1936	8.0	19412	Comedy,Drama,Romance	94	0028010
The Petrified Forest	1936	7.6	11701	Drama,Film-Noir,Romance	82	0028096
Sabotage	1936	7.1	13685	Crime,Thriller	76	0028212
Swing Time	1936	7.6	11487	Comedy,Musical,Romance	103	0028333
The Awful Truth	1937	7.7	16657	Comedy,Romance	90	0028597
Captains Courageous	1937	8.0	8149	Adventure,Drama,Family	117	0028691
A Day at the Races	1937	7.6	12389	Comedy,Musical,Sport	111	0028772
Grand Illusion	1937	8.1	31883	Drama,War	113	0028950
Lost Horizon	1937	7.7	11433	Adventure,Drama,Fantasy	132	0029162
My Favorite Wife	1940	7.4	8613	Comedy,Romance	88	0029284
Snow White and the Seven Dwarfs	1937	7.6	170693	Animation,Family,Fantasy	83	0029583
A Star Is Born	1937	7.3	8071	Drama,Romance	111	0029606
Young and Innocent	1937	6.9	8018	Crime,Mystery,Romance	80	0029811
The Adventures of Robin Hood	1938	7.9	44971	Action,Adventure,Romance	102	0029843
Alexander Nevsky	1938	7.6	9925	Action,Biography,Drama	112	0029850
Angels with Dirty Faces	1938	7.9	18837	Crime,Drama,Film-Noir	97	0029870
Bringing Up Baby	1938	7.9	52226	Comedy,Family,Romance	102	0029947
Holiday	1938	7.8	13348	Comedy,Romance	95	0030241
Jezebel	1938	7.5	11143	Drama,Romance	104	0030287
The Lady Vanishes	1938	7.8	44130	Film-Noir,Mystery,Thriller	96	0030341
You Can't Take It with You	1938	7.9	21854	Comedy,Drama,Romance	126	0030993
Dark Victory	1939	7.6	9300	Drama,Romance	104	0031210
Destry Rides Again	1939	7.7	9434	Comedy,Western	95	0031225
Gone with the Wind	1939	8.1	272286	Drama,History,Romance	238	0031381
Goodbye, Mr. Chips	1939	7.9	9252	Drama,Romance	114	0031385
Gunga Din	1939	7.4	10400	Adventure,Comedy,War	117	0031398
The Hound of the Baskervilles	1939	7.5	8861	Horror,Mystery,Thriller	80	0031448
The Hunchback of Notre Dame	1939	7.8	9765	Drama,Romance	117	0031455
Jamaica Inn	1939	6.3	8347	Adventure,Crime	108	0031505
Mr. Smith Goes to Washington	1939	8.1	101014	Comedy,Drama	129	0031679
Ninotchka	1939	7.9	17765	Comedy,Romance	110	0031725
Only Angels Have Wings	1939	7.7	11474	Adventure,Drama,Romance	121	0031762
The Roaring Twenties	1939	8.0	11945	Crime,Drama,Film-Noir	106	0031867
The Rules of the Game	1939	8.1	24997	Comedy,Drama	110	0031885
Son of Frankenstein	1939	7.1	8397	Drama,Horror,Sci-Fi	99	0031951
Stagecoach	1939	7.9	39835	Adventure,Drama,Western	96	0031971
The Wizard of Oz	1939	8.0	359441	Adventure,Family,Fantasy	102	0032138
The Women	1939	7.8	11883	Comedy,Drama	133	0032143
Wuthering Heights	1939	7.6	15342	Drama,Romance	104	0032145
Fantasia	1940	7.8	84010	Animation,Family,Fantasy	125	0032455
Foreign Correspondent	1940	7.5	17039	Action,Romance,Thriller	120	0032484
The Grapes of Wrath	1940	8.0	82748	Drama,History	129	0032551
The Great Dictator	1940	8.5	188722	Comedy,Drama,War	125	0032553
His Girl Friday	1940	7.9	50020	Comedy,Drama,Romance	92	0032599
The Letter	1940	7.6	10837	Crime,Drama,Film-Noir	95	0032701
The Mark of Zorro	1940	7.5	8891	Action,Adventure,Romance	94	0032762
The Philadelphia Story	1940	7.9	60017	Comedy,Romance	112	0032904
Pinocchio	1940	7.4	121862	Animation,Comedy,Family	88	0032910
Rebecca	1940	8.1	114414	Drama,Mystery,Romance	130	0032976
The Sea Hawk	1940	7.7	8611	Action,Adventure,History	127	0033028
The Shop Around the Corner	1940	8.1	25574	Comedy,Drama,Romance	99	0033045
The Thief of Bagdad	1940	7.5	11175	Adventure,Family,Fantasy	106	0033152
Waterloo Bridge	1940	7.8	8375	Drama,Romance,War	108	0033238
Ball of Fire	1941	7.8	9911	Comedy,Romance	111	0033373
Citizen Kane	1941	8.3	375242	Drama,Mystery	119	0033467
High Sierra	1941	7.5	14096	Action,Adventure,Crime	100	0033717
How Green Was My Valley	1941	7.7	19802	Drama,Family	118	0033729
The Lady Eve	1941	7.8	17881	Comedy,Romance	94	0033804
The Little Foxes	1941	8.0	9578	Drama,Romance	116	0033836
The Maltese Falcon	1941	8.0	143417	Film-Noir,Mystery	100	0033870
Meet John Doe	1941	7.7	11315	Comedy,Drama,Romance	122	0033891
Mr. & Mrs. Smith	1941	6.4	8667	Comedy,Romance	95	0033922
Sergeant York	1941	7.7	14433	Biography,Drama,History	134	0034167
Sullivan's Travels	1941	8.0	22522	Adventure,Comedy,Drama	90	0034240
Suspicion	1941	7.4	30057	Mystery,Thriller	99	0034248
The Wolf Man	1941	7.3	21988	Horror	70	0034398
Bambi	1942	7.3	123348	Animation,Drama,Family	70	0034492
Casablanca	1942	8.5	492076	Drama,Romance,War	102	0034583
Cat People	1942	7.3	18389	Fantasy,Horror,Thriller	73	0034587
Holiday Inn	1942	7.4	12406	Comedy,Drama,Music	100	0034862
The Magnificent Ambersons	1942	7.7	20910	Drama,Romance	88	0035015
Mrs. Miniver	1942	7.6	14782	Drama,Romance,War	134	0035093
Now, Voyager	1942	8.0	14059	Drama,Romance	117	0035140
The Palm Beach Story	1942	7.5	10184	Comedy,Romance	88	0035169
The Pride of the Yankees	1942	7.7	9266	Biography,Drama,Romance	128	0035211
Saboteur	1942	7.2	21740	Thriller,War	109	0035279
Kate & Leopold	2001	6.4	75863	Comedy,Fantasy,Romance	118	0035423
To Be or Not to Be	1942	8.3	24272	Comedy,War	99	0035446
Woman of the Year	1942	7.2	8516	Comedy,Drama,Romance	114	0035567
Yankee Doodle Dandy	1942	7.7	13245	Biography,Drama,Musical	126	0035575
Le Corbeau	1943	7.9	8195	Crime,Drama,Mystery	92	0035753
Heaven Can Wait	1943	7.5	9063	Comedy,Drama,Fantasy	112	0035979
The Life and Death of Colonel Blimp	1943	8.1	12176	Drama,Romance,War	163	0036112
The Ox-Bow Incident	1942	8.0	19646	Drama,Western	75	0036244
Shadow of a Doubt	1943	7.9	55598	Thriller	108	0036342
Day of Wrath	1943	8.2	8552	Drama,History	97	0036506
Arsenic and Old Lace	1944	8.0	62820	Comedy,Crime,Thriller	118	0036613
Double Indemnity	1944	8.3	133349	Crime,Drama,Film-Noir	107	0036775
Gaslight	1944	7.8	22146	Crime,Drama,Film-Noir	114	0036855
The Best Years of Our Lives	1946	8.0	54633	Drama,Romance,War	170	0036868
Going My Way	1944	7.1	9738	Comedy,Drama,Music	126	0036872
Laura	1944	8.0	39879	Drama,Film-Noir,Mystery	88	0037008
Lifeboat	1944	7.7	24993	Drama,War	97	0037017
Meet Me in St. Louis	1944	7.6	19145	Comedy,Drama,Family	113	0037059
Murder, My Sweet	1944	7.6	11222	Crime,Drama,Film-Noir	95	0037101
To Have and Have Not	1944	7.9	28982	Adventure,Comedy,Film-Noir	100	0037382
The Uninvited	1944	7.3	9105	Fantasy,Horror,Mystery	99	0037415
The Woman in the Window	1944	7.7	12644	Crime,Drama,Film-Noir	107	0037469
And Then There Were None	1945	7.5	11715	Crime,Drama,Mystery	97	0037515
Brief Encounter	1945	8.0	32956	Drama,Romance	86	0037558
Dead of Night	1945	7.7	10052	Drama,Horror	103	0037635
Children of Paradise	1945	8.4	17223	Drama,Romance	189	0037674
Ivan the Terrible, Part I	1944	7.8	8486	Biography,Drama,History	103	0037824
Leave Her to Heaven	1945	7.6	10021	Drama,Romance,Thriller	110	0037865
The Lost Weekend	1945	7.9	31513	Drama,Film-Noir	101	0037884
Mildred Pierce	1945	8.0	21020	Crime,Drama,Film-Noir	111	0037913
The Picture of Dorian Gray	1945	7.5	11005	Drama,Fantasy,Horror	110	0037988
Scarlet Street	1945	7.8	13090	Drama,Film-Noir,Thriller	102	0038057
Spellbound	1945	7.6	40545	Film-Noir,Mystery,Romance	111	0038109
The Three Caballeros	1944	6.5	11108	Animation,Comedy,Family	71	0038166
Beauty and the Beast	1946	7.9	22972	Drama,Fantasy,Romance	96	0038348
The Big Sleep	1946	7.9	75420	Crime,Film-Noir,Mystery	114	0038355
Gilda	1946	7.7	25773	Drama,Film-Noir,Romance	110	0038559
Great Expectations	1946	7.8	20852	Adventure,Drama,Mystery	118	0038574
It's a Wonderful Life	1946	8.6	374566	Drama,Family,Fantasy	130	0038650
The Killers	1946	7.8	17736	Crime,Drama,Film-Noir	103	0038669
A Matter of Life and Death	1946	8.1	17861	Comedy,Drama,Fantasy	104	0038733
My Darling Clementine	1946	7.8	20088	Biography,Drama,Western	97	0038762
Notorious	1946	7.9	87311	Drama,Film-Noir,Romance	102	0038787
The Postman Always Rings Twice	1946	7.5	17307	Crime,Drama,Film-Noir	113	0038854
Rome, Open City	1945	8.1	21319	Drama,Thriller,War	103	0038890
Song of the South	1946	7.1	10503	Animation,Comedy,Family	94	0038969
The Spiral Staircase	1946	7.4	8388	Drama,Mystery,Thriller	83	0038975
The Stranger	1946	7.4	20909	Crime,Drama,Film-Noir	95	0038991
The Bishop's Wife	1947	7.6	13274	Comedy,Drama,Fantasy	109	0039190
Black Narcissus	1947	7.8	19963	Drama	101	0039192
Brute Force	1947	7.6	8209	Crime,Drama,Film-Noir	98	0039224
Dark Passage	1947	7.6	16545	Film-Noir,Thriller	106	0039302
Gentleman's Agreement	1947	7.2	13840	Drama,Romance	118	0039416
Germany Year Zero	1948	7.9	9264	Drama,War	78	0039417
The Ghost and Mrs. Muir	1947	7.9	14644	Comedy,Drama,Fantasy	104	0039420
Miracle on 34th Street	1947	7.9	38398	Comedy,Drama,Family	96	0039628
Monsieur Verdoux	1947	7.9	14653	Comedy,Crime,Drama	124	0039631
Odd Man Out	1947	7.7	8270	Crime,Drama,Film-Noir	116	0039677
Out of the Past	1947	8.0	30183	Crime,Drama,Film-Noir	97	0039689
The Paradine Case	1947	6.6	9451	Crime,Drama,Romance	125	0039694
Abbott and Costello Meet Frankenstein	1948	7.5	13716	Comedy,Fantasy,Horror	83	0040068
Easter Parade	1948	7.4	8007	Musical,Romance	103	0040308
Fort Apache	1948	7.5	15389	Action,Adventure,Western	128	0040369
Hamlet	1948	7.6	14311	Drama	154	0040416
Key Largo	1948	7.8	35034	Action,Crime,Drama	100	0040506
Bicycle Thieves	1948	8.3	133890	Drama	89	0040522
The Lady from Shanghai	1947	7.6	24344	Crime,Drama,Film-Noir	87	0040525
Letter from an Unknown Woman	1948	8.0	10294	Drama,Romance	87	0040536
Mr. Blandings Builds His Dream House	1948	7.3	9656	Comedy,Romance	94	0040613
The Naked City	1948	7.6	11141	Crime,Drama,Film-Noir	96	0040636
Oliver Twist	1948	7.8	10584	Drama	116	0040662
Red River	1948	7.8	26290	Action,Adventure,Romance	133	0040724
The Red Shoes	1948	8.2	27086	Drama,Music,Romance	135	0040725
Rope	1948	8.0	119428	Crime,Drama,Mystery	80	0040746
Sorry, Wrong Number	1948	7.4	8970	Drama,Film-Noir,Mystery	89	0040823
The Treasure of the Sierra Madre	1948	8.2	107123	Adventure,Drama,Western	126	0040897
Drunken Angel	1948	7.7	9133	Crime,Drama,Romance	98	0040979
Adam's Rib	1949	7.5	18352	Comedy,Drama,Romance	101	0041090
All the King's Men	1949	7.5	12350	Drama,Film-Noir	110	0041113
Late Spring	1949	8.3	12804	Drama	108	0041154
The Fountainhead	1949	7.1	8773	Drama,Romance	114	0041386
The Heiress	1949	8.2	12367	Drama,Romance	115	0041452
Kind Hearts and Coronets	1949	8.0	32767	Comedy,Crime	106	0041546
Stray Dog	1949	7.9	13786	Crime,Drama,Film-Noir	122	0041699
On the Town	1949	7.4	15068	Comedy,Musical,Romance	98	0041716
Orpheus	1950	8.0	9542	Drama,Fantasy,Romance	95	0041719
Sands of Iwo Jima	1949	7.1	8913	Action,Drama,Romance	100	0041841
She Wore a Yellow Ribbon	1949	7.3	14780	Western	104	0041866
The Third Man	1949	8.1	149925	Film-Noir,Mystery,Thriller	104	0041959
Twelve O'Clock High	1949	7.7	11678	Drama,War	132	0041996
White Heat	1949	8.2	26821	Action,Crime,Drama	114	0042041
All About Eve	1950	8.2	113251	Drama	138	0042192
The Asphalt Jungle	1950	7.9	22447	Crime,Drama,Film-Noir	112	0042208
Born Yesterday	1950	7.6	9354	Comedy,Drama,Romance	103	0042276
Cinderella	1950	7.3	136764	Animation,Family,Fantasy	74	0042332
D.O.A.	1949	7.3	10023	Drama,Film-Noir,Mystery	83	0042369
Father of the Bride	1950	7.2	9483	Comedy,Romance	92	0042451
Gun Crazy	1950	7.6	10543	Crime,Drama,Film-Noir	87	0042530
The Gunfighter	1950	7.7	8764	Western	85	0042531
Harvey	1950	7.9	50976	Comedy,Drama,Fantasy	104	0042546
In a Lonely Place	1950	8.0	23484	Drama,Film-Noir,Mystery	94	0042593
Diary of a Country Priest	1951	8.0	8821	Drama	115	0042619
Night and the City	1950	7.9	11042	Crime,Film-Noir,Mystery	101	0042788
The Young and the Damned	1950	8.3	16776	Crime,Drama	85	0042804
Rashomon	1950	8.2	141044	Crime,Drama,Mystery	88	0042876
Rio Grande	1950	7.2	13158	Romance,Western	105	0042895
Stage Fright	1950	7.1	11746	Film-Noir,Thriller	110	0042994
Sunset Blvd.	1950	8.4	186742	Drama,Film-Noir	110	0043014
Winchester '73	1950	7.7	15625	Action,Drama,Western	92	0043137
The African Queen	1951	7.7	68173	Adventure,Drama,Romance	105	0043265
Alice in Wonderland	1951	7.4	120965	Adventure,Animation,Family	75	0043274
An American in Paris	1951	7.2	28405	Drama,Musical,Romance	114	0043278
Ace in the Hole	1951	8.2	26952	Drama,Film-Noir	111	0043338
The Day the Earth Stood Still	1951	7.7	73824	Drama,Sci-Fi	92	0043456
Forbidden Games	1952	8.1	10429	Drama,War	86	0043686
A Place in the Sun	1951	7.8	18711	Drama,Romance	122	0043924
Quo Vadis	1951	7.2	12695	Biography,Drama,History	171	0043949
A Christmas Carol	1951	8.1	18998	Drama,Fantasy	86	0044008
Strangers on a Train	1951	8.0	117202	Crime,Film-Noir,Thriller	101	0044079
A Streetcar Named Desire	1951	8.0	93985	Drama	122	0044081
The Thing from Another World	1951	7.2	23871	Horror,Sci-Fi	87	0044121
The Bad and the Beautiful	1952	7.8	12086	Drama,Romance	118	0044391
The Greatest Show on Earth	1952	6.6	12038	Drama,Family,Romance	152	0044672
High Noon	1952	7.9	92772	Drama,Thriller,Western	85	0044706
Ikiru	1952	8.3	61393	Drama	143	0044741
The Lavender Hill Mob	1951	7.6	11812	Comedy,Crime	78	0044829
Limelight	1952	8.1	16711	Drama,Music,Romance	137	0044837
The Man in the White Suit	1951	7.3	8282	Comedy,Drama,Sci-Fi	85	0044876
Monkey Business	1952	7.0	12193	Comedy,Sci-Fi	97	0044916
The Naked Spur	1953	7.4	9392	Thriller,Western	91	0044953
The Quiet Man	1952	7.8	32654	Comedy,Drama,Romance	129	0045061
Singin' in the Rain	1952	8.3	204746	Comedy,Musical,Romance	103	0045152
Umberto D.	1952	8.2	20989	Drama	89	0045274
Viva Zapata!	1952	7.4	9649	Biography,Drama,History	113	0045296
The Band Wagon	1953	7.5	9378	Comedy,Musical,Romance	112	0045537
The Big Heat	1953	8.0	21600	Crime,Film-Noir,Thriller	89	0045555
From Here to Eternity	1953	7.6	40558	Drama,Romance,War	118	0045793
Gentlemen Prefer Blondes	1953	7.2	29142	Comedy,Musical,Romance	91	0045810
Hondo	1953	7.1	8745	Drama,Romance,War	83	0045883
House of Wax	1953	7.1	15128	Horror	88	0045888
How to Marry a Millionaire	1953	6.9	19373	Comedy,Drama,Romance	95	0045891
I Confess	1953	7.3	17821	Crime,Drama,Thriller	95	0045897
Julius Caesar	1953	7.3	9712	Biography,Drama,History	120	0045943
The Earrings of Madame De...	1953	8.0	8182	Drama,Romance	105	0046022
Niagara	1953	7.0	13868	Film-Noir,Thriller	92	0046126
Peter Pan	1953	7.3	117731	Adventure,Animation,Family	77	0046183
Pickup on South Street	1953	7.7	11905	Crime,Film-Noir,Thriller	80	0046187
The Robe	1953	6.7	8587	Drama,History	135	0046247
Roman Holiday	1953	8.0	120491	Comedy,Romance	118	0046250
The Wages of Fear	1953	8.1	50265	Adventure,Drama,Thriller	131	0046268
Shane	1953	7.6	34619	Drama,Western	118	0046303
Summer with Monika	1953	7.6	11405	Drama,Romance	96	0046345
Stalag 17	1953	8.0	49070	Comedy,Drama,War	120	0046359
Tokyo Story	1953	8.2	46467	Drama	136	0046438
Ugetsu	1953	8.3	18808	Drama,Fantasy,War	96	0046478
Monsieur Hulot's Holiday	1953	7.5	15558	Comedy	114	0046487
I Vitelloni	1953	7.9	13559	Comedy,Drama	107	0046521
The War of the Worlds	1953	7.1	30729	Action,Sci-Fi,Thriller	85	0046534
20,000 Leagues Under the Sea	1954	7.2	27035	Adventure,Drama,Family	127	0046672
The Barefoot Contessa	1954	7.0	9061	Crime,Drama,Mystery	128	0046754
The Caine Mutiny	1954	7.7	23259	Drama,War	124	0046816
Creature from the Black Lagoon	1954	7.0	24202	Horror,Sci-Fi	79	0046876
The Dam Busters	1955	7.4	9029	Drama,History,War	124	0046889
Diabolique	1955	8.0	58464	Crime,Drama,Horror	117	0046911
Dial M for Murder	1954	8.2	145775	Crime,Thriller	105	0046912
Godzilla	1954	7.6	26785	Drama,Horror,Sci-Fi	96	0047034
Johnny Guitar	1954	7.7	14408	Drama,Western	110	0047136
On the Waterfront	1954	8.1	132973	Crime,Drama,Thriller	108	0047296
Rear Window	1954	8.4	414523	Mystery,Thriller	112	0047396
River of No Return	1954	6.6	9784	Action,Adventure,Drama	91	0047422
Sabrina	1954	7.7	55316	Comedy,Drama,Romance	113	0047437
Sansho the Bailiff	1954	8.4	13172	Drama	124	0047445
Seven Brides for Seven Brothers	1954	7.4	20119	Comedy,Drama,Musical	102	0047472
Seven Samurai	1954	8.6	295347	Action,Adventure,Drama	207	0047478
A Star Is Born	1954	7.6	14649	Drama,Musical,Romance	154	0047522
La Strada	1954	8.0	54582	Drama	108	0047528
Them!	1954	7.2	18600	Horror,Sci-Fi	94	0047573
This Island Earth	1955	5.9	8322	Horror,Mystery,Sci-Fi	86	0047577
Vera Cruz	1954	7.1	8432	Adventure,Western	94	0047647
White Christmas	1954	7.6	30817	Comedy,Musical,Romance	120	0047673
The Wild One	1953	6.8	13768	Crime,Drama,Romance	79	0047677
All That Heaven Allows	1955	7.6	12346	Drama,Romance	89	0047811
Animal Farm	1954	7.2	14013	Animation,Drama	72	0047834
Bad Day at Black Rock	1955	7.7	17919	Crime,Drama,Mystery	81	0047849
Bob le Flambeur	1956	7.7	9771	Crime,Drama,Thriller	98	0047892
The Desperate Hours	1955	7.5	8231	Crime,Drama,Film-Noir	112	0047985
Rififi	1955	8.2	23850	Crime,Thriller	118	0048021
East of Eden	1955	7.9	37985	Drama	118	0048028
Guys and Dolls	1955	7.2	14561	Comedy,Crime,Musical	150	0048140
Kiss Me Deadly	1955	7.6	17296	Crime,Film-Noir,Mystery	106	0048261
Lady and the Tramp	1955	7.3	114508	Adventure,Animation,Comedy	76	0048280
The Ladykillers	1955	7.7	24778	Comedy,Crime	91	0048281
The Man from Laramie	1955	7.4	8839	Western	103	0048342
The Man with the Golden Arm	1955	7.4	9013	Crime,Drama,Film-Noir	119	0048347
Marty	1955	7.7	19928	Drama,Romance	90	0048356
Mister Roberts	1955	7.7	14621	Comedy,Drama,War	123	0048380
The Night of the Hunter	1955	8.0	77261	Crime,Drama,Film-Noir	92	0048424
Oklahoma!	1955	7.0	10654	Comedy,Drama,Musical	145	0048445
Ordet	1955	8.3	12819	Drama,Fantasy	126	0048452
Pather Panchali	1955	8.6	20230	Drama	125	0048473
Rebel Without a Cause	1955	7.7	78601	Drama	111	0048545
The Seven Year Itch	1955	7.1	31861	Comedy,Romance	105	0048605
Smiles of a Summer Night	1955	7.8	11465	Comedy,Romance	109	0048641
Tarantula	1955	6.5	8044	Horror,Sci-Fi	80	0048696
To Catch a Thief	1955	7.4	59065	Mystery,Romance,Thriller	106	0048728
The Trouble with Harry	1955	7.1	31406	Comedy,Mystery	99	0048750
Aparajito	1956	8.3	10091	Drama	110	0048956
Around the World in 80 Days	1956	6.8	22958	Adventure,Comedy,Family	175	0048960
The Bad Seed	1956	7.5	12015	Crime,Drama,Horror	129	0048977
Bus Stop	1956	6.5	10167	Comedy,Drama,Romance	96	0049038
The Court Jester	1955	7.9	10773	Adventure,Comedy,Family	101	0049096
Forbidden Planet	1956	7.6	42933	Action,Adventure,Sci-Fi	98	0049223
Giant	1956	7.6	32093	Drama,Western	201	0049261
High Society	1956	7.0	12975	Comedy,Musical,Romance	111	0049314
Invasion of the Body Snatchers	1956	7.7	42360	Drama,Horror,Sci-Fi	80	0049366
The Killing	1956	8.0	76183	Crime,Drama,Film-Noir	84	0049406
The King and I	1956	7.4	22736	Biography,Drama,Musical	133	0049408
Lust for Life	1956	7.4	9779	Biography,Drama	122	0049456
The Man Who Knew Too Much	1956	7.5	53728	Drama,Thriller	120	0049470
Moby Dick	1956	7.3	16049	Adventure,Drama	116	0049513
The Searchers	1956	7.9	75391	Adventure,Drama,Western	119	0049730
The Ten Commandments	1956	7.8	59153	Adventure,Drama	220	0049833
A Man Escaped	1956	8.3	16832	Drama	101	0049902
War and Peace	1956	6.8	8483	Drama,Romance,War	208	0049934
Written on the Wind	1956	7.4	9369	Drama	99	0049966
12 Angry Men	1957	8.9	635585	Drama	96	0050083
3:10 to Yuma	1957	7.6	17163	Drama,Thriller,Western	92	0050086
An Affair to Remember	1957	7.5	26334	Drama,Musical,Romance	115	0050105
The Bridge on the River Kwai	1957	8.1	191813	Adventure,Drama,War	161	0050212
The Curse of Frankenstein	1957	7.1	8673	Horror,Sci-Fi,Thriller	82	0050280
The Enemy Below	1957	7.5	9169	Action,Adventure,Drama	98	0050356
A Face in the Crowd	1957	8.2	12720	Drama,Music	126	0050371
Funny Face	1957	7.0	24896	Comedy,Musical,Romance	103	0050419
Gunfight at the O.K. Corral	1957	7.2	12888	Biography,Drama,Western	122	0050468
The Incredible Shrinking Man	1957	7.6	14891	Horror,Sci-Fi	81	0050539
Throne of Blood	1957	8.1	41504	Drama,History	110	0050613
The Cranes Are Flying	1957	8.3	13526	Drama,Romance,War	95	0050634
Love in the Afternoon	1957	7.2	12892	Comedy,Crime,Drama	130	0050658
Mon Oncle	1958	7.8	17325	Comedy	116	0050706
Curse of the Demon	1957	7.5	11185	Fantasy,Horror,Mystery	95	0050766
Nights of Cabiria	1957	8.1	39874	Drama	110	0050783
Old Yeller	1957	7.3	10974	Adventure,Drama,Family	83	0050798
Paths of Glory	1957	8.4	163638	Drama,War	88	0050825
The Seventh Seal	1957	8.2	149555	Drama,Fantasy	96	0050976
Wild Strawberries	1957	8.2	87683	Drama,Romance	91	0050986
Sweet Smell of Success	1957	8.1	25515	Drama,Film-Noir	96	0051036
Witness for the Prosecution	1957	8.4	97853	Crime,Drama,Film-Noir	116	0051201
The Wrong Man	1956	7.4	23735	Drama,Film-Noir	105	0051207
The 7th Voyage of Sinbad	1958	7.1	10942	Action,Adventure,Family	88	0051337
The Magician	1958	7.7	8108	Comedy,Drama	101	0051365
Elevator to the Gallows	1958	8.0	19147	Crime,Drama,Thriller	91	0051378
Auntie Mame	1958	7.9	9785	Comedy,Drama,Romance	143	0051383
